标题,时间,正文
"Local hospitals adjust to COVID-19 vaccine mandate, premier asks hospital CEOs thoughts on policy","Oct. 16, 2021 7:26 a.m. CST","
     
     KITCHENER - 
     
    
	As Premier Doug Ford awaits the response from hospital CEOs across Ontario regarding their thoughts on a vaccine policy for staff, local hospitals are adjusting to the mandate already implemented.

	The mandatory COVID-19 vaccine policy went into effect for Waterloo Region and Wellington County hospitals on Wednesday, resulting in hundreds of staff being placed on unpaid leaves.

    Advertisement
    
	Grand River Hospital in Kitchener initially put 170 staff and physicians on leave, but CEO Ron Gagnon says that number has since dropped to 124.
        RELATED STORIES
       Ford asks hospital administrators for input on potential vaccine mandate for healthcare workersOver 250 hospital staff across Waterloo-Wellington on leave due to vaccine mandateNearly 160,000 Waterloo Region residents not yet immunized against COVID-19

	“It shows you the impact of having this policy, because those numbers continue to come down,” he said. “Yesterday there was even some of that group who have now stepped forward and are getting their first vaccination, so that’s great.”

	Over at St. Mary’s in Kitchener, 27 staff are on unpaid leave, 51 at Cambridge Memorial, and 31 at Guelph General.

	“It made me feel very sad,” said Dr. Nicola Mercer, Wellington-Dufferin-Guelph’s Medical Officer of Health. “These are good, well-paying jobs, and for people who have often been in these institutions for some time.”

	On Friday, Ford issued a letter to hospital CEO’s asking their input on the policies, which are not province-wide.

	“I’m going to continue to preach that I want every single health care worker to get vaccinated,” he said. “People have to look at the ramifications down the road, where are we going to be in two or three months when they’re short tens of thousands of people, nurses, and doctors?”

	Gagnon says the shortage of workers has led to one less operating room at Grand River.

	“We have come down one operating room,” he said. “We were operating one additional room compared to what we normally do, so we are back to our normal.

	“I continue to be 100 per cent confident we are following the right approach when it comes to protecting our staff, protecting our community, and protecting our patients.”

	Ford is asking all hospitals to respond to his letter by next Tuesday.

"
Final COVID-19 update of the week includes 13 deaths in just 24 hours in B.C.,"Oct. 19, 2021 12:16 a.m. CST","
     
     Vancouver - 
     
    
	B.C. is reporting 667 new cases of COVID-19 and 13 new deaths.

	The numbers, which cover the last 24-hour period, came Friday afternoon in a statement from the Ministry of Health, in what is expected to be the last case update of the week.

    Advertisement
    
	Friday's cases bring the rolling average down to 563, from 574 on Thursday. It's the seventh straight day that the average has declined. The last time it rose was when it hit 671 on Oct. 8, a slight increase from 667 the day before.  B.C. adds 497 cases as Canada approves 1st COVID-19 vaccine for kidsFull coverage at CTVNews.ca/CoronavirusIs B.C. flooding affecting the province's COVID-19 numbers? Not yet, Health Ministry saysTracking every case of COVID-19 in CanadaFirst cases of Delta sublineage AY.4.2 confirmed in British ColumbiaCoronavirus vaccine tracker: How many people in Canada have received shots?COVID-19 vaccines for younger kids will likely arrive in B.C. before the holidays, province's top doctor saysGet The COVID-19 Brief sent to your inboxB.C. family plans to cross U.S. border to get COVID-19 vaccine for 8-year-old child'Like playing COVID test roulette': B.C. couple on free PCR testing in the U.S.

	Two of the deaths were in the Interior Health region and the other 11 were in Fraser Health.

	The province also reported one new COVID-19 outbreak at a health-care facility. That outbreak, at GR Baker Memorial Hospital in Quesnel, is in the province’s Northern Health region. The rural region is seeing high COVID-19 case spread and its intensive care units have been overwhelmed.

	One COVID-19 outbreak, at Good Samaritan Delta View Care Centre in Fraser Health authority, was declared over. There are 19 other active outbreaks in health-care settings, according to the ministry.

	The new cases means there are now 5,128 active cases of COVID-19. Of the active cases, 367 people are in hospital, 152 of whom are in intensive care. The number of people in B.C. who have recovered from COVID-19 is now 188,851.

	As of Friday, 89 per cent of eligible people 12 and older in B.C. have received their first dose, the same percentage reported on Thursday. Despite the fact that the percentage remains the same, an additional 3,314 people received their first dose of the vaccine over the one-day period – it just wasn’t enough to bump the percentage count up. And, 83.7 per cent of eligible residents have received two doses, an increase from 82.9 per cent on Thursday.

	Of the new cases, 246 are in Fraser Health, 184 are in Northern Health, 75 in Vancouver Coastal Health, and 59 in Island Health, and 101 in Interior Health.

	Notably, however, Fraser Health has more than six times the population of Northern Health, meaning the northern region added far more cases per capita than Fraser Health – or the province’s other three health regions.

	To address the spread of COVID-19 in Northern Health, provincial health officer Dr. Bonnie Henry announced new restrictions on Thursday as the region’s hospitals were overwhelmed.

	As of Friday, personal gatherings – whether indoor or outdoor – are restricted to fully vaccinated people in parts of Northern B.C.

	""If you are unvaccinated or have unvaccinated people in your households, then you need to stay with your household only,"" Henry said when speaking to the Northern Health measures.

"
"43 new COVID-19 cases, 1 new death reported in Windsor-Essex","Oct. 15, 2021 10:22 p.m. CST","
     
     Windsor, Ont. - 
     
    
	The Windsor-Essex County Health Unit is reporting 43 new cases of COVID-19 and one new death on Friday.

	A man in his 70's from the community has died.

    Advertisement
    
	The death toll related to COVID-19 in the region has reached 460 people.
        RELATED STORIES
       New York congressman Higgins urges Canada to drop COVID-19 travel test before Nov. 8

	The health unit says 261 cases are currently active - 161 variants of concern (VOC) cases are active and 100 non-VOC are active.

	Windsor-Essex has had a total of 20,195 confirmed cases of the virus, including 19,474 people who have recovered.

	OUTBREAKS IN WINDSOR-ESSEX

	
		15 workplaces
	
		1 long-term care or retirement home
	
		1 community outbreaks
	
		8 school outbreaks


	There are two new school outbreaks - Colchester North Public School and Leamington District Secondary School.

	BREAKDOWN OF NEW CASES

	
		16 cases are close contacts of confirmed cases
	
		7 cases are community acquired
	
		1 case is travel related
	
		1 case is outbreak related
	
		18 cases are still under investigation


	WINDSOR-ESSEX COUNTY RESIDENTS VACCINATED

	
		320,795 WEC residents have received at least one dose of a vaccine
	
		18,899 WEC residents have only received 1 dose
	
		301,896 WEC residents have received both doses of a vaccine
	
		4,504 WEC residents have received a 3rd dose/booster shot of a vaccine. Please note: Third Doses of an mRNA COVID-19 vaccine are available for select vulnerable populations.
	
		A total of 627,195 doses have been administered to WEC residents
	
		84.5% of WEC residents 12+ have received at least 1 dose
	
		79.6% of WEC residents 12+ are fully vaccinated


"
New vaccine app and QR code available to vaccinated Simcoe Muskoka residents ,"Oct. 16, 2021 7:45 a.m. CST","
     
     Barrie, Ont. - 
     
    
	The province launched its enhanced app for vaccinated residents to download new QR codes to show proof of immunization.

	Starting Monday, all Ontarians who are double dosed can use the QR code that doesn't require internet to gain access to certain indoor settings, such as restaurants, theatres, and nightclubs.

    Advertisement
    
	How to use Ontario's new vaccine verification app and QR codes  Children 5 to 11 approved to get COVID-19 vaccine as cases surge in Simcoe MuskokaSMDHU adds new safety measures as COVID-19 cases surge and death toll climbsInfectious disease expert addresses most common pandemic questions Vaccine mandates leave dozens of Simcoe County workers out of a job'I just couldn't believe it,' Friends shocked by vaccinated Oro-Medonte man's deathOnt. health unit warns rapid antigen tests are not to be used to diagnose COVID-19Does your child have COVID-19 symptoms? Here's what Simcoe Muskoka parents need to know
        RELATED STORIES
       Simcoe Muskoka health expert urges caution as Ontario hints at more easing restrictionsCaution is crucial as COVID-19 restrictions loosen: Dr. Nathanson

	The province said residents could take a screenshot of the vaccine verification to quickly show businesses the checkmark, person's name and date of birth.

	Photo ID is still required with proof of vaccination.

	A phone is not required to show vaccination proof. The government said residents with no access to a cell phone could still print their certificates.

	Ontario's proof of vaccination program took effect on Sept. 22, requiring residents to show they had been double dosed with a COVID-19 vaccine before gaining entry to several businesses.

	Residents can download QR codes using the province's online portal.

"
16 new COVID-19 cases reported Thursday by MLHU,"Oct. 15, 2021 1:49 a.m. CST","
     
     Exeter, Ont. - 
     
    
	The Middlesex-London Health Unit (MLHU) is reporting 16 new COVID-19 cases Thursday and no new deaths.

	The region now has a total of 14,255 cases and 243 deaths, with 13,870 cases resolved leaving 142 active. A total of 4,269 cases have been identified as a variant of concern.

    Advertisement
    
	Breaking down the cases by municipality, there are currently 122 active cases in London, seven in Strathroy-Caradoc, three each in Middlesex Centre, Thames Centre and North Middlesex, two in Southwest Middlesex and one in Adelaide Metcalfe.
        RELATED STORIES
       City of London committee looking at work from home optionsHow will London recover from the pandemic? The city has a plan

	The highest number of active cases in Middlesex-London is in the 40-64 age group with 42 cases, followed by the 25-39 age group with 32 cases and 28 cases in the 0-11 age group.

	Looking at overall vaccine coverage for the region, 87.9 percent of the eligible population aged 12 and older have received at least one does of a COVID-19 vaccine and 83.2 per cent have received two doses.

	London Health Sciences Centre (LHSC) reports it is has 12 inpatients with COVID-19, with five or fewer in adult critical care and zero inpatients with COVID-19 at Children’s Hospital or in the Paediatric Critical Care Centre.

	REGIONAL COVID-19 COUNTS

	Here are the most recently available numbers from other local public health authorities:

	
		Elgin-Oxford – 12 new, 80 active, 4,459 total, 4,291 resolved, 88 deaths
	
		Grey-Bruce – two new, 23 active, 2,360 total, 2,310 resolved, 23 deaths
	
		Haldimand-Norfolk – 16 active, 2,967 total, 2,896 resolved, 48 deaths
	
		Huron-Perth – 33 active, 2,255 total, 2,156 resolved, 66 deathsSarnia-Lambton – 62 active, 4,021 total, 3,889 resolved, 70 deaths


	Ontario health officials reported 417 new COVID-19 cases, the lowest positivity rate since August. 

"
"Two deaths, 107 new cases of COVID-19 in Manitoba Thursday","Oct. 15, 2021 1:58 a.m. CST","
     
     WINNIPEG - 
     
    
	Manitoba health officials announced two new deaths related to COVID-19 on Thursday.

	The deaths include a man in his 40s in the Southern Health Region linked to an unspecified variant and a woman in her 50s from the Northern Health Region also connected to an unspecified variant.

    Advertisement
    
	This brings the COVID-19 death toll to 1,226.
        RELATED STORIES
       Manitoba reports 79 new cases of COVID-19 WednesdaySouthern Manitoba school dealing with several COVID-19 cases; not considered an outbreak'My husband loved life': Winnipeg woman is reminding people to still be cautious with COVID-19 following her husband’s death

	The province also recorded 107 new cases of the virus. Of the new cases, 60 were among those who are not vaccinated, eight have one dose and 39 are fully vaccinated.

	
		Northern Health recorded 45 cases, 24 were not fully vaccinated;
	
		Southern Health had 23 cases, 21 not fully vaccinated;
	
		Winnipeg recorded 21 cases, 13 not fully vaccinated,
	
		The Prairie Mountain Health Region had 10 cases with six of them not fully vaccinated; and
	
		Eight cases came from the Interlake-Eastern Health Region, five were not fully vaccinated.


	The five-day test positivity rate is 3.8 per cent in Manitoba and 1.5 per cent in Winnipeg.

	The province removed seven previously announced cases due to a data correction. There have been 61,900 cases since March 2020, and Manitoba has 962 active cases.

	In hospitals, there are 93 Manitobans who require care due to COVID-19; Fifty-nine of which are still infectious. There are also 17 people in ICU, 12 with active COVID.

	Of the active hospital cases, 39 people have not been vaccinated, eight have been partially vaccinated, and 12 have received both doses of the vaccine.

	In ICU, nine patients are unvaccinated, one person is partially vaccinated and two are fully vaccinated.

	On Wednesday, 2,573 tests were completed, bringing the total to 1,042,375 since February 2020.

"
Stellantis announces mandatory vaccine policy for Windsor Assembly Plant employees ,"Oct. 15, 2021 2:16 a.m. CST","
     
     Windsor, Ont.  - 
     
    
	Windsor Assembly Plant employees will be required to be vaccinated against COVID-19, according to a mandatory policy announced by Stellantis.

	The automaker announced Thursday that effective Dec. 17, 2021, all employees, contractors, service provider workers and visitors at Stellantis sites in Canada are required to be fully vaccinated against COVID-19.

    Advertisement
    
	The Stellantis statement said they will have to show provide proof of vaccination status prior to entering a company facility.
        RELATED STORIES
       Vaccine mandates, passports are working in Windsor-Essex: health officials

	“Since vaccines have become available, Stellantis has continued to strongly advocate for our employees to get vaccinated as the best way to protect against the transmission and reduce the severity of the illnesses associated with COVID-19,” said the statement.

	Stellantis spokesperson LouAnn Gosselin tells CTV News “consequences for non-compliance can be severe, including, but not limited to termination of employment.”

	Unifor Local 444 president Dave Cassidy addressed the policy in a Facebook post, saying it’s probably the “most divisive issue that they have ever dealt with.”

	

	“There will be areas for accommodations, be it for religious reasons or medical conditions, that the company will deal with on a one-by-one basis,” says Cassidy.

	The company said the policy is “in the best interest of employee health and safety.”

	About 5,000 employees work at the Windsor plant for Stellantis, formerly known as Fiat Chrysler.

	A spokesperson of Ford of Canada tells CTV News they are also introducing a mandatory vaccination policy. Salaried and hourly employees will be required to be fully vaccinated.

"
"Nova Scotia introduces legislation prohibiting anti-vaccine protests near hospitals, pharmacies","Oct. 16, 2021 3:49 a.m. CST","
     
     HALIFAX - 
     
    
	Protests that block access to hospitals and other health-care facilities could soon be banned in Nova Scotia under newly proposed legislation.

	The Progressive Conservative government tabled the Protecting Access to Health Services Act Thursday, which it said would also ban protests at the homes of patients who receive care where they live.

    Advertisement
    
	Premier Tim Houston said the legislation would establish a 50-metre ""safe access bubble"" around hospitals and other facilities such as doctors' offices, where protests would not be permitted.
        RELATED STORIES
       Quebec swiftly passes new bill to prohibit anti-vaccine protests near schools, hospitalsNova Scotia's modified phase five reopening met with mixed reaction

	""Health-care workers have disproportionately been through a lot with the pandemic,"" Houston told reporters. ""This is all designed to make sure that our health-care professionals know that their government supports them in having a safe and healthy workplace.""

	The premier added that while people have a right to protest, they can't be allowed to disrupt access to health care. ""There are places where (protesting) should be done and there are places where that should not be done,"" he said.

	Nova Scotia joins Quebec, which adopted a law banning COVID-19-related protests outside schools and hospitals. Quebec's law, however, must be renewed every 30 days for it to remain in effect, and it expires when the government lifts the pandemic-related state of emergency. Alberta, meanwhile, recently announced it was adding hospitals, clinics and other health-care facilities to a list of essential infrastructure protected under an anti-blockade law.

	The Nova Scotia legislation, which is not limited to the province's current pandemic-related state of emergency, comes in the wake of several protests against COVID-19 measures that were held outside health facilities across the country in September. Houston said his government's bill is largely in direct response to those and other health-related protests.

	""Certainly that's front and centre in my mind ΓÇª but who knows what the issue might be in the future,"" he said.

	And although Houston said the 50-metre buffer would also apply to union picket lines outside hospitals, there doesn't appear to be a specific reference to labour unions in the language of the bill. The government said Thursday that peaceful protests would still be allowed outside health-care facilities as long as they are outside the buffer zone.

	Liberal Leader Iain Rankin and NDP Leader Gary Burrill both expressed support for the idea behind the legislation, but they said they needed to evaluate the bill further before staking a position.

	However, both said they wouldn't support a law that would also prohibit health workers from setting up union pickets during labour disputes.

	""People have a right to collective bargaining and a right to protest, and I think that is foundational to our democracy,"" Rankin told reporters.

	The Nova Scotia bill includes a fine for individuals of $5,000 and up to six months in jail for a first offence, and a fine of up to $10,000 and up to one year in jail for people who violate the order a second time. The legislation sets fines for corporations at $25,000 for a first offence and a fine between $5,000 and $100,000 for a second or subsequent offence.

	This report by The Canadian Press was first published Oct. 14, 2021.

"
"'Another tragically high total': Alberta reports 30 deaths, 916 new COVID-19 cases","Oct. 15, 2021 8:43 a.m. CST","
     
     EDMONTON - 
     
    
	Alberta reported 916 new cases of COVID-19 and 30 deaths from the disease at a pandemic update Thursday afternoon.

	The province completed about 12,700 tests, translating to a 7.5 per cent positivity rate. The seven-day average of new infections sits at 890.

    Advertisement
    
	There are 13,423 active cases of COVID-19 throughout the province.
        RELATED STORIES
       Hinshaw apologizes after Alberta mistakenly reports 14-year-old's cancer death was caused by COVID-19COVID-19 in Alberta: 38 deaths, 652 new cases on Wednesday

	Chief Medical Officer of Health Dr. Deena Hinshaw said the deaths reported Thursday were from Oct. 7 to 13, and that the majority of people were unvaccinated.

	“This is another tragically high total,” she said. “The high number of fatalities that we have seen recently are the result of rapid spread.

	“This is another reason why we all need to keep limiting in-person contact and driving cases downward.”

	

			A Flourish chart


	The 30 deaths reported Thursday raised the pandemic total to 2,930. All the newly reported deaths were from people in their 70s, 80s, and 90s, except for three between the ages of 50 and 60.

	

	

	There are now 1,016 Albertans in hospital with COVID-19, including 231 in ICU. Sixty-seven people were hospitalized on Thursday, driven primarily by those aged 60 to 69, 50 to 59, and 40 to 49.

	

			A Flourish chart


	In a statement to CTV News, Alberta Health Services (AHS) said it continues to do all it can to ensure ICU capacity can meet patient demand.

	'CAUTIOUSLY OPTIMISTIC'

	As of 2 p.m. Thursday, there are 372 total ICU beds in the province, with 282 full.

	“While the number of patients in ICU fluctuates constantly, the number of patients in ICU has decreased by five per cent over the past seven days,” AHS said in a statement.

	The North Zone has the highest amount of ICU capacity filled. As of Thursday afternoon, it was operating at 84 per cent.

	The South Zone has 83 per cent capacity filled, while ICU capacity in the Edmonton Zone is operating at 76 per cent. ICU capacity in the Central and Calgary zones was at 75 and 72 per cent, respectively.

	Nineteen more people were admitted to ICUs on Thursday, mostly driven by those aged 60 to 69 and 70 to 79. One admission was of an Albertan between the ages of five and nine years old.

	

	

	“This is a significant improvement from just one month ago when our ICUs were close to 90 per cent occupancy, including the surge capacity, and the number of ICU patients was increasing rapidly each day,” said Dr. Verna Yiu, AHS CEO and president.

	According to Yiu, the average number of ICU patients admitted in Alberta has reduced from more than 20 a day to about 13 to 15.

	“This is still a high number because these admissions are preventable,” Yiu added. “We are grateful that the numbers appear to be falling.

	“But we know that this trend can be reversed easily, especially if we become complacent, and we remain uncertain as to the potential impact of the Thanksgiving weekend.”

	Yiu said surgical teams are carefully planning to increase the amount of procedures offered again in hospitals in the province, but that there is “no timeline” for a return to normal surgical volumes.

	On Wednesday, Alberta Health reported 38 COVID-19 deaths and 652 new cases.

	Just over 85 per cent of eligible Albertans have one vaccine dose and 76.2 per cent have two.

	

			A Flourish bar chart race


	INFLUENZA SEASON

	With the arrival of colder temperatures, Hinshaw said it is important everyone receive their annual flu shot.

	“While influenza and COVID-19 are very different illnesses, several of the symptoms are the same,” she said.

	The majority of measures that help limit the spread of COVID-19, like increased handwashing and sanitization, and physical distancing, are effective against influenza, she said.

	“We don’t need to look further than the last influenza season for proof of that,” Hinshaw said.

	“Despite conducting about 2.5 times the number of influenza tests as we did the previous year, we had zero lab confirmed cases of seasonal influenza and no influenza deaths.”

	This year, Hinshaw said there have already been three lab confirmed influenza cases. She urged Albertans to get their flu shot once they become available.

	Last year the province saw the highest amount of flu shots administered in the past 10 years, with more than 1.65 million doses administered.

	Every Albertan over the age of six months can is eligible to receive a free annual influenza vaccination at a pharmacy or some doctor offices. 

	“Influenza remains a serious and deadly virus,” she added. “To ease the system strain caused by increased demand for COVID-19 and influenza testing, I urge every eligible Albertan to get the COVID-19 and influenza vaccines as soon as you are able to.

	“This will greatly reduce the number of people who get infected and the number of symptomatic people who need to be tested.”

	Hinshaw said that scientific and medical reviews determined it is safe for people to receive both their COVID-19 vaccine and influenza vaccine at the same time.

	More information about Alberta’s influenza campaign and flu shots is expected to be released in the coming days.

"
"Dozens of local hospital staff members, including nurses, on unpaid leave over vaccine policy","Oct. 15, 2021 7:13 a.m. CST","
     
     Barrie, Ont. - 
     
    
	Forty-five staff members at Royal Victoria Regional Health Centre (RVH) face termination from Simcoe County's largest hospital because they are not double vaccinated against COVID-19.

	Janice Skot, RVH President and CEO, says the unvaccinated employees, about half of which are nurses, were put on unpaid leave last week.

    Advertisement
    
	Those employees have until Oct. 31 to be vaccinated, or they will lose their jobs.  Children 5 to 11 approved to get COVID-19 vaccine as cases surge in Simcoe MuskokaSMDHU adds new safety measures as COVID-19 cases surge and death toll climbsInfectious disease expert addresses most common pandemic questions Vaccine mandates leave dozens of Simcoe County workers out of a job'I just couldn't believe it,' Friends shocked by vaccinated Oro-Medonte man's deathOnt. health unit warns rapid antigen tests are not to be used to diagnose COVID-19Does your child have COVID-19 symptoms? Here's what Simcoe Muskoka parents need to know

	""We're really optimistic that of those people who are currently home on an unpaid leave of absence will continue to reflect on the importance of safety for everyone,"" Skot says.

	""In this pandemic, we know that vaccination is the safest way to ensure that we have a safe work environment and safety for our patients,"" she adds.

	Another 14 unvaccinated employees have been dismissed for refusing to submit to twice-weekly testing mandated by the province.

	Skot says several casual part-time workers are among the suspended and terminated groups and stresses that 99 per cent of the hospital's 3,500 staff and contractors are fully vaccinated.

	The transition comes at the same time as a sign at RVH's entrance warns that emergency department wait times are longer than usual and asks for patience.

	Skot concedes suspensions and terminations over-vaccination status could be playing a role in longer than usual wait times in the hospital's emergency department, though she adds that the volume of patients coming in has also increased.

	Skot says RVH is ""continuously"" hiring nurses and other staff members, with 80 new recruits welcomed last week.

	""We are committed to ensuring that the public continues to receive the care that they deserve and they expect at RVH,"" she notes.

	RVH and Orillia Soldiers' Memorial Hospital are among 14 central region health care signatories to a joint COVID-19 staff vaccination policy.

	Soldiers' Memorial has terminated two employees who refused to submit to regular testing and suspended 16 people among its staff of 1,500 who aren't vaccinated.

	President and CEO Carmine Stumpo explains that the hospital has been leaning on its vaccinated physicians, midwives, and dentists to answer questions, dispel myths, and attempt to break through vaccine hesitancy.

	""We really want to work with our staff to get to that 100 per cent compliance. That's what's going to keep us safe, it's going to keep our community safe, and that has always been our intention,"" he says.

	SEIU Healthcare, which represents thousands of staff at Simcoe County hospitals, has endorsed mandatory COVID-19 vaccines as a matter of safety.

	But union president Sharleen Stewart sees them as highlighting an existing staffing shortage crisis.

	""The unvaccinated obviously are adding to the numbers, but there many vaccinated frontline workers who are leaving the profession,"" Stewart says.

	She points to poor working conditions, workplace violence and insufficient pay as some of the factors driving healthcare workers to make a change.

"
"Nova Scotia to offer third dose of COVID-19 vaccines to some immunocompromised people, work travellers","Oct. 15, 2021 12:48 a.m. CST","
     
     HALIFAX - 
     
    
	Nova Scotia will offer a third dose of COVID-19 vaccines to certain groups of people beginning next week.

	In a news release issued Thursday, the province announced that Nova Scotians who are moderately to several immunocompromised or who are taking medications that substantially suppress their immune system, will be able to book a third dose beginning Oct. 19.

    Advertisement
    
	People 12 and over who qualify will be able to book a third dose online or by phone, 28 days after they have completed their primary COVID-19 vaccine series.  Tracking every case of COVID-19 in CanadaCoronavirus vaccination tracker: How many people in Canada have received shots?Cross-border travel in question for Canadians with mixed vaccinesWhat you need to know if you want to cross the U.S. land border Saskatchewan and COVID-19: How did its fourth wave death rate become the highest in Canada?EU starts real-time review of AstraZeneca COVID-19 antibody cocktailRestaurants may not survive without extension of COVID-19 benefits, group warnsU.S. to accept travellers immunized with vaccines approved by WHO, FDA, says CDCExpect vaccine passports for travel 'in the next couple of months': LeBlancFull coverage at CTVNews.ca/Coronavirus
        RELATED STORIES
       N.S. reports 26 new COVID-19 cases on Thursday, active cases rise to 198Third vaccine dose strategy differs throughout the Maritimes

	The province says those booking will need to meet the definition for moderately to severely immunocompromised, and vaccine clinics will review the patients information to ensure they meet the definition or are on one of the eligible medications. Those who do not qualify will not be given a third dose. More information is available on the province’s website.

	The province also announced that third doses will be made available to people who need to travel for work to meet entry requirements or avoid isolation in a country that does not recognize mixed doses.

	“The decision by some countries not to recognize mixed doses has created financial hardship for people whose job requires them to travel,” says the release.

	To become eligible for a third dose for work-related travel, applicants must:

	
		be a Nova Scotia resident
	
		provide an official copy of proof of vaccination for each of the two doses received
	
		provide written confirmation from their employer that they are required to travel to a country as part of their job and that country does not accept a mixed-vaccine series
	
		provide official confirmation or documentation from the country or location of travel that a mixed-vaccine series does not permit entry or requires isolation upon entry.


	Work-related third doses must be applied for by AdminINS@novascotia.ca with the necessary information, and cannot be booked online or by phone.

	The province says applicants will hear back within seven business days if they are approved, and receive details on scheduling an appointment. 

"
"580 new cases of COVID-19, 9 deaths in B.C. over last 24 hours","Oct. 15, 2021 10:19 a.m. CST","
     
     Vancouver - 
     
    
	B.C. added 580 new cases of COVID-19 and nine related deaths on Thursday, according to a statement from the Ministry of Health.

	The province has now seen a total of 195,766 coronavirus cases and 2,042 deaths since the pandemic began.

    Advertisement
    
	The BC Centre for Disease Control’s COVID-19 dashboard showed 5,348 active coronavirus cases as of Thursday. Of those, 378 people were hospitalized, including 153 who were in critical care and still infectious.  B.C. adds 497 cases as Canada approves 1st COVID-19 vaccine for kidsFull coverage at CTVNews.ca/CoronavirusIs B.C. flooding affecting the province's COVID-19 numbers? Not yet, Health Ministry saysTracking every case of COVID-19 in CanadaFirst cases of Delta sublineage AY.4.2 confirmed in British ColumbiaCoronavirus vaccine tracker: How many people in Canada have received shots?COVID-19 vaccines for younger kids will likely arrive in B.C. before the holidays, province's top doctor saysGet The COVID-19 Brief sent to your inboxB.C. family plans to cross U.S. border to get COVID-19 vaccine for 8-year-old child'Like playing COVID test roulette': B.C. couple on free PCR testing in the U.S.

	A total of 89 per cent of eligible residents who are 12 and older have now received their first dose of a COVID-19 vaccine, the ministry said, and 82.9 per cent have received two doses. 

	Thursday's numbers came as provincial health officials announced new ""circuit-breaker"" restrictions aimed at slowing the transmission of COVID-19 in Northern Health.

	Among the new restrictions - which apply only to local health areas in the province's northeast - are the closure of bars and nightclubs, restrictions on alcohol sales at restaurants and a ban on in-person religious services. 

	There are also new restrictions on gatherings, including a ban on all private gatherings involving unvaccinated people.

	According to the ministry, there were 129 new infections detected in Northern Health on Thursday, the second-most of any health authority.

	The largest number of new cases was found in Fraser Health, which added 246 to its total on Thursday.

	Notably, however, Fraser Health has more than six times the population of Northern Health, meaning it's adding far fewer cases on a per-capita basis.

	Elsewhere, Interior Health added 104 cases Thursday, Vancouver Coastal Health added 52 and Island Health added 48.

	There have been no new COVID-19 outbreaks at long-term care homes, according to the ministry, however 19 earlier outbreaks remain active. 

"
